3.998751E+2	4.8550123E-01
4.003574E+2	4.8462385E-01
4.008398E+2	4.8351967E-01
4.013221E+2	4.8219606E-01
4.018045E+2	4.8067060E-01
4.022869E+2	4.7896549E-01
4.027692E+2	4.7710258E-01
4.032516E+2	4.7510162E-01
4.037339E+2	4.7297978E-01
4.042163E+2	4.7075197E-01
4.046986E+2	4.6843150E-01
4.051810E+2	4.6602890E-01
4.056634E+2	4.6355125E-01
4.061457E+2	4.6100163E-01
4.066281E+2	4.5837936E-01
4.071104E+2	4.5568192E-01
4.075928E+2	4.5290667E-01
4.080752E+2	4.5005345E-01
4.085575E+2	4.4712698E-01
4.090399E+2	4.4413739E-01
4.095222E+2	4.4110030E-01
4.100046E+2	4.3803525E-01
4.104869E+2	4.3496317E-01
4.109693E+2	4.3190309E-01
4.114517E+2	4.2887038E-01
4.119340E+2	4.2587453E-01
4.124164E+2	4.2291939E-01
4.128987E+2	4.2000365E-01
4.133811E+2	4.1712332E-01
4.138635E+2	4.1427249E-01
4.143458E+2	4.1144457E-01
4.148282E+2	4.0863186E-01
4.153105E+2	4.0582365E-01
4.157929E+2	4.0300551E-01
4.162752E+2	4.0015748E-01
4.167576E+2	3.9725584E-01
4.172400E+2	3.9427564E-01
4.177223E+2	3.9119440E-01
4.182047E+2	3.8799638E-01
4.186870E+2	3.8467509E-01
4.191694E+2	3.8123277E-01
4.196518E+2	3.7767783E-01
4.201341E+2	3.7402079E-01
4.206165E+2	3.7026951E-01
4.210988E+2	3.6642712E-01
4.215812E+2	3.6249125E-01
4.220635E+2	3.5845628E-01
4.225459E+2	3.5431692E-01
4.230283E+2	3.5007116E-01
4.235106E+2	3.4572214E-01
4.239930E+2	3.4127811E-01
4.244753E+2	3.3675092E-01
4.249577E+2	3.3215302E-01
4.254401E+2	3.2749501E-01
4.259224E+2	3.2278413E-01
4.264048E+2	3.1802380E-01
4.268871E+2	3.1321475E-01
4.273695E+2	3.0835649E-01
4.278518E+2	3.0344951E-01
4.283342E+2	2.9849613E-01
4.288166E+2	2.9350221E-01
4.292989E+2	2.8847641E-01
4.297813E+2	2.8343037E-01
4.302636E+2	2.7837726E-01
4.307460E+2	2.7333108E-01
4.312284E+2	2.6830536E-01
4.317107E+2	2.6331186E-01
4.321931E+2	2.5836071E-01
4.326754E+2	2.5345945E-01
4.331578E+2	2.4861377E-01
4.336401E+2	2.4382755E-01
4.341225E+2	2.3910414E-01
4.346049E+2	2.3444659E-01
4.350872E+2	2.2985871E-01
4.355696E+2	2.2534540E-01
4.360519E+2	2.2091304E-01
4.365343E+2	2.1656927E-01
4.370167E+2	2.1232297E-01
4.374990E+2	2.0818329E-01
4.379814E+2	2.0415923E-01
4.384637E+2	2.0025809E-01
4.389461E+2	1.9648513E-01
4.394284E+2	1.9284256E-01
4.399108E+2	1.8932950E-01
4.403932E+2	1.8594229E-01
4.408755E+2	1.8267523E-01
4.413579E+2	1.7952134E-01
4.418402E+2	1.7647384E-01
4.423226E+2	1.7352702E-01
4.428050E+2	1.7067720E-01
4.432873E+2	1.6792326E-01
4.437697E+2	1.6526669E-01
4.442520E+2	1.6271159E-01
4.447344E+2	1.6026340E-01
4.452167E+2	1.5792829E-01
4.456991E+2	1.5571222E-01
4.461815E+2	1.5362035E-01
4.466638E+2	1.5165727E-01
4.471462E+2	1.4982717E-01
4.476285E+2	1.4813457E-01
4.481109E+2	1.4658456E-01
4.485933E+2	1.4518270E-01
4.490756E+2	1.4393458E-01
4.495580E+2	1.4284515E-01
4.500403E+2	1.4191797E-01
4.505227E+2	1.4115486E-01
4.510050E+2	1.4055626E-01
4.514874E+2	1.4012194E-01
4.519698E+2	1.3985227E-01
4.524521E+2	1.3974912E-01
4.529345E+2	1.3981692E-01
4.534168E+2	1.4006276E-01
4.538992E+2	1.4049616E-01
4.543816E+2	1.4112848E-01
4.548639E+2	1.4197193E-01
4.553463E+2	1.4303908E-01
4.558286E+2	1.4434257E-01
4.563110E+2	1.4589502E-01
4.567933E+2	1.4770934E-01
4.572757E+2	1.4979902E-01
4.577581E+2	1.5217780E-01
4.582404E+2	1.5485963E-01
4.587228E+2	1.5785781E-01
4.592051E+2	1.6118465E-01
4.596875E+2	1.6485129E-01
4.601699E+2	1.6886693E-01
4.606522E+2	1.7323928E-01
4.611346E+2	1.7797388E-01
4.616169E+2	1.8307382E-01
4.620993E+2	1.8853933E-01
4.625816E+2	1.9436723E-01
4.630640E+2	2.0055053E-01
4.635464E+2	2.0707846E-01
4.640287E+2	2.1393596E-01
4.645111E+2	2.2110404E-01
4.649934E+2	2.2855940E-01
4.654758E+2	2.3627448E-01
4.659582E+2	2.4421720E-01
4.664405E+2	2.5235146E-01
4.669229E+2	2.6063707E-01
4.674052E+2	2.6903048E-01
4.678876E+2	2.7748546E-01
4.683699E+2	2.8595445E-01
4.688523E+2	2.9438978E-01
4.693347E+2	3.0274552E-01
4.698170E+2	3.1097943E-01
4.702994E+2	3.1905472E-01
4.707817E+2	3.2694161E-01
4.712641E+2	3.3461788E-01
4.717465E+2	3.4206867E-01
4.722288E+2	3.4928507E-01
4.727112E+2	3.5626224E-01
4.731935E+2	3.6299744E-01
4.736759E+2	3.6948842E-01
4.741582E+2	3.7573236E-01
4.746406E+2	3.8172585E-01
4.751230E+2	3.8746542E-01
4.756053E+2	3.9294869E-01
4.760877E+2	3.9817467E-01
4.765700E+2	4.0314487E-01
4.770524E+2	4.0786338E-01
4.775348E+2	4.1233683E-01
4.780171E+2	4.1657439E-01
4.784995E+2	4.2058721E-01
4.789818E+2	4.2438823E-01
4.794642E+2	4.2799160E-01
4.799465E+2	4.3141207E-01
4.804289E+2	4.3466499E-01
4.809113E+2	4.3776518E-01
4.813936E+2	4.4072711E-01
4.818760E+2	4.4356504E-01
4.823583E+2	4.4629264E-01
4.828407E+2	4.4892392E-01
4.833231E+2	4.5147333E-01
4.838054E+2	4.5395568E-01
4.842878E+2	4.5638645E-01
4.847701E+2	4.5878071E-01
4.852525E+2	4.6115223E-01
4.857348E+2	4.6351266E-01
4.862172E+2	4.6587086E-01
4.866996E+2	4.6823251E-01
4.871819E+2	4.7060007E-01
4.876643E+2	4.7297311E-01
4.881466E+2	4.7534943E-01
4.886290E+2	4.7772485E-01
4.891114E+2	4.8009339E-01
4.895937E+2	4.8244792E-01
4.900761E+2	4.8477992E-01
4.905584E+2	4.8707989E-01
4.910408E+2	4.8933810E-01
4.915231E+2	4.9154550E-01
4.920055E+2	4.9369422E-01
4.924879E+2	4.9577883E-01
4.929702E+2	4.9779600E-01
4.934526E+2	4.9974474E-01
4.939349E+2	5.0162625E-01
4.944173E+2	5.0344318E-01
4.948997E+2	5.0519943E-01
4.953820E+2	5.0689960E-01
4.958644E+2	5.0854933E-01
4.963467E+2	5.1015496E-01
4.968291E+2	5.1172352E-01
4.973114E+2	5.1326358E-01
4.977938E+2	5.1478380E-01
4.982762E+2	5.1629198E-01
4.987585E+2	5.1779449E-01
4.992409E+2	5.1929373E-01
4.997232E+2	5.2078742E-01
5.002056E+2	5.2226812E-01
5.006880E+2	5.2372420E-01
5.011703E+2	5.2514154E-01
5.016527E+2	5.2650577E-01
5.021350E+2	5.2780449E-01
5.026174E+2	5.2902943E-01
5.030997E+2	5.3017563E-01
5.035821E+2	5.3124213E-01
5.040645E+2	5.3223008E-01
5.045468E+2	5.3314143E-01
5.050292E+2	5.3397781E-01
5.055115E+2	5.3474009E-01
5.059939E+2	5.3542852E-01
5.064763E+2	5.3604245E-01
5.069586E+2	5.3658044E-01
5.074410E+2	5.3704154E-01
5.079233E+2	5.3742450E-01
5.084057E+2	5.3772849E-01
5.088880E+2	5.3795308E-01
5.093704E+2	5.3809780E-01
5.098528E+2	5.3816193E-01
5.103351E+2	5.3814393E-01
5.108175E+2	5.3804171E-01
5.112998E+2	5.3785181E-01
5.117822E+2	5.3757006E-01
5.122646E+2	5.3719079E-01
5.127469E+2	5.3670895E-01
5.132293E+2	5.3611946E-01
5.137116E+2	5.3541780E-01
5.141940E+2	5.3460109E-01
5.146763E+2	5.3366703E-01
5.151587E+2	5.3261375E-01
5.156411E+2	5.3144014E-01
5.161234E+2	5.3014433E-01
5.166058E+2	5.2872491E-01
5.170881E+2	5.2718014E-01
5.175705E+2	5.2550864E-01
5.180529E+2	5.2371001E-01
5.185352E+2	5.2178425E-01
5.190176E+2	5.1973194E-01
5.194999E+2	5.1755333E-01
5.199823E+2	5.1524830E-01
5.204646E+2	5.1281577E-01
5.209470E+2	5.1025313E-01
5.214294E+2	5.0755674E-01
5.219117E+2	5.0472313E-01
5.223941E+2	5.0174820E-01
5.228764E+2	4.9862841E-01
5.233588E+2	4.9536052E-01
5.238412E+2	4.9194148E-01
5.243235E+2	4.8836780E-01
5.248059E+2	4.8463508E-01
5.252882E+2	4.8073795E-01
5.257706E+2	4.7666919E-01
5.262529E+2	4.7242031E-01
5.267353E+2	4.6798146E-01
5.272177E+2	4.6334168E-01
5.277000E+2	4.5848963E-01
5.281824E+2	4.5341426E-01
5.286647E+2	4.4810623E-01
5.291471E+2	4.4255871E-01
5.296295E+2	4.3676856E-01
5.301118E+2	4.3073758E-01
5.305942E+2	4.2447215E-01
5.310765E+2	4.1798410E-01
5.315589E+2	4.1128987E-01
5.320412E+2	4.0440950E-01
5.325236E+2	3.9736673E-01
5.330060E+2	3.9018780E-01
5.334883E+2	3.8290146E-01
5.339707E+2	3.7553850E-01
5.344530E+2	3.6813137E-01
5.349354E+2	3.6071458E-01
5.354178E+2	3.5332403E-01
5.359001E+2	3.4599602E-01
5.363825E+2	3.3876729E-01
5.368648E+2	3.3167368E-01
5.373472E+2	3.2474965E-01
5.378295E+2	3.1802762E-01
5.383119E+2	3.1153786E-01
5.387943E+2	3.0530825E-01
5.392766E+2	2.9936427E-01
5.397590E+2	2.9372880E-01
5.402413E+2	2.8842241E-01
5.407237E+2	2.8346330E-01
5.412061E+2	2.7886695E-01
5.416884E+2	2.7464604E-01
5.421708E+2	2.7081025E-01
5.426531E+2	2.6736602E-01
5.431355E+2	2.6431614E-01
5.436178E+2	2.6165950E-01
5.441002E+2	2.5939038E-01
5.445826E+2	2.5749856E-01
5.450649E+2	2.5596836E-01
5.455473E+2	2.5477910E-01
5.460296E+2	2.5390500E-01
5.465120E+2	2.5331596E-01
5.469944E+2	2.5297830E-01
5.474767E+2	2.5285611E-01
5.479591E+2	2.5291279E-01
5.484414E+2	2.5311214E-01
5.489238E+2	2.5341982E-01
5.494061E+2	2.5380373E-01
5.498885E+2	2.5423491E-01
5.503709E+2	2.5468719E-01
5.508532E+2	2.5513750E-01
5.513356E+2	2.5556561E-01
5.518179E+2	2.5595388E-01
5.523003E+2	2.5628790E-01
5.527827E+2	2.5655633E-01
5.532650E+2	2.5675172E-01
5.537474E+2	2.5687054E-01
